"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"שבת הגדול","8/4/2028",,,,"true","שבת הגדול","3","Jewish Holidays"
"תענית בכורות","10/4/2028",,,,"true","תענית בכורות","3","Jewish Holidays"
"ערב פסח","10/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"פסח א׳","11/4/2028",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"פסח ב׳ (חוה״מ)","12/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"א׳ בעומר","12/4/2028",,,,"true","","3",""
"פסח ג׳ (חוה״מ)","13/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ב׳ בעומר","13/4/2028",,,,"true","","3",""
"פסח ד׳ (חוה״מ)","14/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ג׳ בעומר","14/4/2028",,,,"true","","3",""
"פסח ה׳ (חוה״מ)","15/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ד׳ בעומר","15/4/2028",,,,"true","","3",""
"פסח ו׳ (חוה״מ)","16/4/2028",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ה׳ בעומר","16/4/2028",,,,"true","","3",""
"פסח ז׳","17/4/2028",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"ו׳ בעומר","17/4/2028",,,,"true","","3",""
"ז׳ בעומר","18/4/2028",,,,"true","","3",""
"ח׳ בעומר","19/4/2028",,,,"true","","3",""
"ט׳ בעומר","20/4/2028",,,,"true","","3",""
"י׳ בעומר","21/4/2028",,,,"true","","3",""
"י״א בעומר","22/4/2028",,,,"true","","3",""
"י״ב בעומר","23/4/2028",,,,"true","","3",""
"יום השואה","24/4/2028",,,,"true","יום הזיכרון לשואה ולגבורה","3","Jewish Holidays"
"י״ג בעומר","24/4/2028",,,,"true","","3",""
"י״ד בעומר","25/4/2028",,,,"true","","3",""
"ראש חודש אייר","26/4/2028",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ו בעומר","26/4/2028",,,,"true","","3",""
"ראש חודש אייר","27/4/2028",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ז בעומר","27/4/2028",,,,"true","","3",""
"י״ז בעומר","28/4/2028",,,,"true","","3",""
"י״ח בעומר","29/4/2028",,,,"true","","3",""
"י״ט בעומר","30/4/2028",,,,"true","","3",""
"יום הזכרון","1/5/2028",,,,"true","יום הזיכרון לחללי מערכות ישראל","3","Jewish Holidays"
"כ׳ בעומר","1/5/2028",,,,"true","","3",""
"יום העצמאות","2/5/2028",,,,"true","יום העצמאות","3","Jewish Holidays"
"כ״א בעומר","2/5/2028",,,,"true","","3",""
"כ״ב בעומר","3/5/2028",,,,"true","","3",""
"כ״ג בעומר","4/5/2028",,,,"true","","3",""
"כ״ד בעומר","5/5/2028",,,,"true","","3",""
"כ״ה בעומר","6/5/2028",,,,"true","","3",""
"יום הרצל","7/5/2028",,,,"true","יום המציין את חייו וחזונו של המנהיג הציוני בנימין זאב הרצל","3","Jewish Holidays"
"כ״ו בעומר","7/5/2028",,,,"true","","3",""
"כ״ז בעומר","8/5/2028",,,,"true","","3",""
"כ״ח בעומר","9/5/2028",,,,"true","","3",""
"פסח שני","10/5/2028",,,,"true","פסח שני; חודש לאחר חג הפסח","3","Jewish Holidays"
"כ״ט בעומר","10/5/2028",,,,"true","","3",""
"ל׳ בעומר","11/5/2028",,,,"true","","3",""
"ל״א בעומר","12/5/2028",,,,"true","","3",""
"ל״ב בעומר","13/5/2028",,,,"true","","3",""
"ל״ג בעומר","14/5/2028",,,,"true","היום ה-33 לספירת העומר","3","Jewish Holidays"
"ל״ג בעומר","14/5/2028",,,,"true","","3",""
"ל״ד בעומר","15/5/2028",,,,"true","","3",""
"ל״ה בעומר","16/5/2028",,,,"true","","3",""
"ל״ו בעומר","17/5/2028",,,,"true","","3",""
"ל״ז בעומר","18/5/2028",,,,"true","","3",""
"ל״ח בעומר","19/5/2028",,,,"true","","3",""
"ל״ט בעומר","20/5/2028",,,,"true","","3",""
"מ׳ בעומר","21/5/2028",,,,"true","","3",""
"מ״א בעומר","22/5/2028",,,,"true","","3",""
"מ״ב בעומר","23/5/2028",,,,"true","","3",""
"יום ירושלים","24/5/2028",,,,"true","יום ירושלים","3","Jewish Holidays"
"מ״ג בעומר","24/5/2028",,,,"true","","3",""
"מ״ד בעומר","25/5/2028",,,,"true","","3",""
"ראש חודש סיון","26/5/2028",,,,"true","תחילת חודש סיוון בלוח העברי","3","Jewish Holidays"
"מ״ה בעומר","26/5/2028",,,,"true","","3",""
"מ״ו בעומר","27/5/2028",,,,"true","","3",""
"מ״ז בעומר","28/5/2028",,,,"true","","3",""
"מ״ח בעומר","29/5/2028",,,,"true","","3",""
"ערב שבועות","30/5/2028",,,,"true","חג השבועות","3","Jewish Holidays"
"מ״ט בעומר","30/5/2028",,,,"true","","3",""
"שבועות","31/5/2028",,,,"true","חג השבועות","4","Jewish Holidays"
"ראש חודש תמוז","24/6/2028",,,,"true","תחילת חודש תמוז בלוח העברי","3","Jewish Holidays"
"ראש חודש תמוז","25/6/2028",,,,"true","תחילת חודש תמוז בלוח העברי","3","Jewish Holidays"
"צום י״ז בתמוז","11/7/2028",,,,"true","צום י״ז בתמוז","3","Jewish Holidays"
"יום ז׳בוטינסקי","23/7/2028",,,,"true","יום המציין את חייו וחזונו של המנהיג הציוני זאב ז'בוטינסקי","3","Jewish Holidays"
"ראש חודש אב","24/7/2028",,,,"true","תחילת חודש אב בלוח העברי","3","Jewish Holidays"
"שבת חזון","29/7/2028",,,,"true","שבת חזון (שבת הנבואה)","3","Jewish Holidays"
"ערב תשעה באב","31/7/2028",,,,"true","תשעה באב","3","Jewish Holidays"
"תשעה באב","1/8/2028",,,,"true","תשעה באב","3","Jewish Holidays"
"שבת נחמו","5/8/2028",,,,"true","שבת נחמו","3","Jewish Holidays"
"ט״ו באב","7/8/2028",,,,"true","ט״ו באב; חג האהבה היהודי","3","Jewish Holidays"
"ראש חודש אלול","22/8/2028",,,,"true","תחילת חודש אלול בלוח העברי","3","Jewish Holidays"
"ראש השנה למעשר בהמה","23/8/2028",,,,"true","ראש השנה למעשר בהמה","3","Jewish Holidays"
"ראש חודש אלול","23/8/2028",,,,"true","תחילת חודש אלול בלוח העברי","3","Jewish Holidays"
"סליחות","16/9/2028",,,,"true","תפילות סליחה כהכנה לימים הנוראים","3","Jewish Holidays"
"ערב ראש השנה","20/9/2028",,,,"true","ראש השנה היהודי","3","Jewish Holidays"
"ראש השנה 5789","21/9/2028",,,,"true","ראש השנה היהודי","4","Jewish Holidays"
"ראש השנה ב׳","22/9/2028",,,,"true","ראש השנה היהודי","4","Jewish Holidays"
"שבת שובה","23/9/2028",,,,"true","שבת שובה","3","Jewish Holidays"
"צום גדליה","24/9/2028",,,,"true","צום גדליה (צום החודש השביעי)","3","Jewish Holidays"
"ערב יום כיפור","29/9/2028",,,,"true","ערב יום הכיפורים; הכולל את תפילת כל נדרי","3","Jewish Holidays"
"יום כיפור","30/9/2028",,,,"true","יום הכיפורים","4","Jewish Holidays"
"ערב סוכות","4/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות א׳","5/10/2028",,,,"true","חג הסוכות","4","Jewish Holidays"
"סוכות ב׳ (חוה״מ)","6/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ג׳ (חוה״מ)","7/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ד׳ (חוה״מ)","8/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ה׳ (חוה״מ)","9/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ו׳ (חוה״מ)","10/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ז׳ (הושענא רבה)","11/10/2028",,,,"true","חג הסוכות","3","Jewish Holidays"
"שמיני עצרת","12/10/2028",,,,"true","שמיני עצרת","4","Jewish Holidays"
"ראש חודש חשון","20/10/2028",,,,"true","תחילת חודש חשוון בלוח העברי","3","Jewish Holidays"
"ראש חודש חשון","21/10/2028",,,,"true","תחילת חודש חשוון בלוח העברי","3","Jewish Holidays"
"שמירת בית הספר ליום העליה","27/10/2028",,,,"true","יום העלייה כפי שמצוין בבתי הספר בישראל","3","Jewish Holidays"
"יום הזכרון ליצחק רבין","1/11/2028",,,,"true","יום הזיכרון ליצחק רבין","3","Jewish Holidays"
"חג הסיגד","16/11/2028",,,,"true","הסיגד; חג של יהדות אתיופיה החל 50 יום לאחר יום הכיפורים","3","Jewish Holidays"
"ראש חודש כסלו","19/11/2028",,,,"true","תחילת חודש כסלו בלוח העברי","3","Jewish Holidays"
"יום בן־גוריון","26/11/2028",,,,"true","יום המציין את חייו וחזונו של ראש הממשלה הראשון של ישראל; דוד בן-גוריון","3","Jewish Holidays"
"חנוכה: א׳ נר","12/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ב׳ נרות","13/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ג׳ נרות","14/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ד׳ נרות","15/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ה׳ נרות","16/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ו׳ נרות","17/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חג הבנות","18/12/2028",,,,"true","חג הבנות של חנוכה (עיד אל-בנאת); שמקורו ביהדות צפון אפריקה ונשתמר בעיקר בתוניסיה","3","Jewish Holidays"
"חנוכה: ז׳ נרות","18/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"ראש חודש טבת","18/12/2028",,,,"true","תחילת חודש טבת בלוח העברי","3","Jewish Holidays"
"חנוכה: ח׳ נרות","19/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"ראש חודש טבת","19/12/2028",,,,"true","תחילת חודש טבת בלוח העברי","3","Jewish Holidays"
"חנוכה: יום ח׳","20/12/2028",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"עשרה בטבת","28/12/2028",,,,"true","צום המציין את המצור על ירושלים","3","Jewish Holidays"
"יום השפה העברית","8/1/2029",,,,"true","יום לקידום השפה העברית בישראל וברחבי העולם","3","Jewish Holidays"
"ראש חודש שבט","17/1/2029",,,,"true","תחילת חודש שבט בלוח העברי","3","Jewish Holidays"
"שבת שירה","27/1/2029",,,,"true","שבת שירה","3","Jewish Holidays"
"ט״ו בשבט","31/1/2029",,,,"true","ראש השנה לאילנות","3","Jewish Holidays"
"שבת שקלים","10/2/2029",,,,"true","שבת שקלים","3","Jewish Holidays"
"יום המשפחה","15/2/2029",,,,"true","יום המשפחה; יום להוקרת התא המשפחתי","3","Jewish Holidays"
"ראש חודש אדר","15/2/2029",,,,"true","תחילת חודש אדר בלוח העברי","3","Jewish Holidays"
"ראש חודש אדר","16/2/2029",,,,"true","תחילת חודש אדר בלוח העברי","3","Jewish Holidays"
"שבת זכור","24/2/2029",,,,"true","שבת זכור","3","Jewish Holidays"
"תענית אסתר","28/2/2029",,,,"true","תענית אסתר","3","Jewish Holidays"
"ערב פורים","28/2/2029",,,,"true","חגיגת ההצלה היהודית כפי שמסופר במגילת אסתר","3","Jewish Holidays"
"פורים","1/3/2029",,,,"true","חגיגת ההצלה היהודית כפי שמסופר במגילת אסתר","3","Jewish Holidays"
"שושן פורים","2/3/2029",,,,"true","פורים הנחגג בירושלים ובערים מוקxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxים ובערים מוקפות חומה (בשנה מעוברת)","3","Jewish Holidays"
"שבת פרה","10/3/2029",,,,"true","שבת פרה (אדומה)","3","Jewish Holidays"
"שבת החדש","17/3/2029",,,,"true","שבת החודש","3","Jewish Holidays"
"ראש חודש ניסן","17/3/2029",,,,"true","תחילת חודש ניסן בלוח העברי","3","Jewish Holidays"
"שבת הגדול","24/3/2029",,,,"true","שבת הגדול","3","Jewish Holidays"
"יום העליה","26/3/2029",,,,"true","מציין את העלייה למדינת ישראל","3","Jewish Holidays"
"תענית בכורות","30/3/2029",,,,"true","תענית בכורות","3","Jewish Holidays"
"ערב פסח","30/3/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"פסח א׳","31/3/2029",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"פסח ב׳ (חוה״מ)","1/4/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"א׳ בעומר","1/4/2029",,,,"true","","3",""
"פסח ג׳ (חוה״מ)","2/4/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ב׳ בעומר","2/4/2029",,,,"true","","3",""
"פסח ד׳ (חוה״מ)","3/4/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ג׳ בעומר","3/4/2029",,,,"true","","3",""
"פסח ה׳ (חוה״מ)","4/4/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ד׳ בעומר","4/4/2029",,,,"true","","3",""
"פסח ו׳ (חוה״מ)","5/4/2029",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ה׳ בעומר","5/4/2029",,,,"true","","3",""
"פסח ז׳","6/4/2029",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"ו׳ בעומר","6/4/2029",,,,"true","","3",""
"ז׳ בעומר","7/4/2029",,,,"true","","3",""
"ח׳ בעומר","8/4/2029",,,,"true","","3",""
"ט׳ בעומר","9/4/2029",,,,"true","","3",""
"י׳ בעומר","10/4/2029",,,,"true","","3",""
"י״א בעומר","11/4/2029",,,,"true","","3",""
"יום השואה","12/4/2029",,,,"true","יום הזיכרון לשואה ולגבורה","3","Jewish Holidays"
"י״ב בעומר","12/4/2029",,,,"true","","3",""
"י״ג בעומר","13/4/2029",,,,"true","","3",""
"י״ד בעומר","14/4/2029",,,,"true","","3",""
"ראש חודש אייר","15/4/2029",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ו בעומר","15/4/2029",,,,"true","","3",""
"ראש חודש אייר","16/4/2029",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ז בעומר","16/4/2029",,,,"true","","3",""
"י״ז בעומר","17/4/2029",,,,"true","","3",""
"יום הזכרון","18/4/2029",,,,"true","יום הזיכרון לחללי מערכות ישראל","3","Jewish Holidays"
"י״ח בעומר","18/4/2029",,,,"true","","3",""
"יום העצמאות","19/4/2029",,,,"true","יום העצמאות","3","Jewish Holidays"
"י״ט בעומר","19/4/2029",,,,"true","","3",""
"כ׳ בעומר","20/4/2029",,,,"true","","3",""
"כ״א בעומר","21/4/2029",,,,"true","","3",""
"כ״ב בעומר","22/4/2029",,,,"true","","3",""
"כ״ג בעומר","23/4/2029",,,,"true","","3",""
"כ״ד בעומר","24/4/2029",,,,"true","","3",""
"יום הרצל","25/4/2029",,,,"true","יום המציין את חייו וחזונו של המנהיג הציוני בנימין זאב הרצל","3","Jewish Holidays"
"כ״ה בעומר","25/4/2029",,,,"true","","3",""
"כ״ו בעומר","26/4/2029",,,,"true","","3",""
"כ״ז בעומר","27/4/2029",,,,"true","","3",""
"כ״ח בעומר","28/4/2029",,,,"true","","3",""
"פסח שני","29/4/2029",,,,"true","פסח שני; חודש לאחר חג הפסח","3","Jewish Holidays"
"כ״ט בעומר","29/4/2029",,,,"true","","3",""
"ל׳ בעומר","30/4/2029",,,,"true","","3",""
"ל״א בעומר","1/5/2029",,,,"true","","3",""
"ל״ב בעומר","2/5/2029",,,,"true","","3",""
"ל״ג בעומר","3/5/2029",,,,"true","היום ה-33 לספירת העומר","3","Jewish Holidays"
"ל״ג בעומר","3/5/2029",,,,"true","","3",""
"ל״ד בעומר","4/5/2029",,,,"true","","3",""
"ל״ה בעומר","5/5/2029",,,,"true","","3",""
"ל״ו בעומר","6/5/2029",,,,"true","","3",""
"ל״ז בעומר","7/5/2029",,,,"true","","3",""
"ל״ח בעומר","8/5/2029",,,,"true","","3",""
"ל״ט בעומר","9/5/2029",,,,"true","","3",""
"מ׳ בעומר","10/5/2029",,,,"true","","3",""
"מ״א בעומר","11/5/2029",,,,"true","","3",""
"מ״ב בעומר","12/5/2029",,,,"true","","3",""
"יום ירושלים","13/5/2029",,,,"true","יום ירושלים","3","Jewish Holidays"
"מ״ג בעומר","13/5/2029",,,,"true","","3",""
"מ״ד בעומר","14/5/2029",,,,"true","","3",""
"ראש חודש סיון","15/5/2029",,,,"true","תחילת חודש סיוון בלוח העברי","3","Jewish Holidays"
"מ״ה בעומר","15/5/2029",,,,"true","","3",""
"מ״ו בעומר","16/5/2029",,,,"true","","3",""
"מ״ז בעומר","17/5/2029",,,,"true","","3",""
"מ״ח בעומר","18/5/2029",,,,"true","","3",""
"ערב שבועות","19/5/2029",,,,"true","חג השבועות","3","Jewish Holidays"
"מ״ט בעומר","19/5/2029",,,,"true","","3",""
"שבועות","20/5/2029",,,,"true","חג השבועות","4","Jewish Holidays"
"ראש חודש תמוז","13/6/2029",,,,"true","תחילת חודש תמוז בלוח העברי","3","Jewish Holidays"
"ראש חודש תמוז","14/6/2029",,,,"true","תחילת חודש תמוז בלוח העברי","3","Jewish Holidays"
"צום י״ז בתמוז","1/7/2029",,,,"true","צום י״ז בתמוז","3","Jewish Holidays"
"יום ז׳בוטינסקי","12/7/2029",,,,"true","יום המציין את חייו וחזונו של המנהיג הציוני זאב ז'בוטינסקי","3","Jewish Holidays"
"ראש חודש אב","13/7/2029",,,,"true","תחילת חודש אב בלוח העברי","3","Jewish Holidays"
"שבת חזון","21/7/2029",,,,"true","שבת חזון (שבת הנבואה)","3","Jewish Holidays"
"ערב תשעה באב","21/7/2029",,,,"true","תשעה באב","3","Jewish Holidays"
"(תשעה באב (נדחה","22/7/2029",,,,"true","תשעה באב","3","Jewish Holidays"
"ט״ו באב","27/7/2029",,,,"true","ט״ו באב; חג האהבה היהודי","3","Jewish Holidays"
"שבת נחמו","28/7/2029",,,,"true","שבת נחמו","3","Jewish Holidays"
"ראש חודש אלול","11/8/2029",,,,"true","תחילת חודש אלול בלוח העברי","3","Jewish Holidays"
"ראש השנה למעשר בהמה","12/8/2029",,,,"true","ראש השנה למעשר בהמה","3","Jewish Holidays"
"ראש חודש אלול","12/8/2029",,,,"true","תחילת חודש אלול בלוח העברי","3","Jewish Holidays"
"סליחות","1/9/2029",,,,"true","תפילות סליחה כהכנה לימים הנוראים","3","Jewish Holidays"
"ערב ראש השנה","9/9/2029",,,,"true","ראש השנה היהודי","3","Jewish Holidays"
"ראש השנה 5790","10/9/2029",,,,"true","ראש השנה היהודי","4","Jewish Holidays"
"ראש השנה ב׳","11/9/2029",,,,"true","ראש השנה היהודי","4","Jewish Holidays"
"צום גדליה","12/9/2029",,,,"true","צום גדליה (צום החודש השביעי)","3","Jewish Holidays"
"שבת שובה","15/9/2029",,,,"true","שבת שובה","3","Jewish Holidays"
"ערב יום כיפור","18/9/2029",,,,"true","ערב יום הכיפורים; הכולל את תפילת כל נדרי","3","Jewish Holidays"
"יום כיפור","19/9/2029",,,,"true","יום הכיפורים","4","Jewish Holidays"
"ערב סוכות","23/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות א׳","24/9/2029",,,,"true","חג הסוכות","4","Jewish Holidays"
"סוכות ב׳ (חוה״מ)","25/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ג׳ (חוה״מ)","26/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ד׳ (חוה״מ)","27/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ה׳ (חוה״מ)","28/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ו׳ (חוה״מ)","29/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"סוכות ז׳ (הושענא רבה)","30/9/2029",,,,"true","חג הסוכות","3","Jewish Holidays"
"שמיני עצרת","1/10/2029",,,,"true","שמיני עצרת","4","Jewish Holidays"
"ראש חודש חשון","9/10/2029",,,,"true","תחילת חודש חשוון בלוח העברי","3","Jewish Holidays"
"ראש חודש חשון","10/10/2029",,,,"true","תחילת חודש חשוון בלוח העברי","3","Jewish Holidays"
"שמירת בית הספר ליום העליה","16/10/2029",,,,"true","יום העלייה כפי שמצוין בבתי הספר בישראל","3","Jewish Holidays"
"יום הזכרון ליצחק רבין","21/10/2029",,,,"true","יום הזיכרון ליצחק רבין","3","Jewish Holidays"
"חג הסיגד","7/11/2029",,,,"true","הסיגד; חג של יהדות אתיופיה החל 50 יום לאחר יום הכיפורים","3","Jewish Holidays"
"ראש חודש כסלו","8/11/2029",,,,"true","תחילת חודש כסלו בלוח העברי","3","Jewish Holidays"
"יום בן־גוריון","13/11/2029",,,,"true","יום המציין את חייו וחזונו של ראש הממשלה הראשון של ישראל; דוד בן-גוריון","3","Jewish Holidays"
"חנוכה: א׳ נר","1/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ב׳ נרות","2/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ג׳ נרות","3/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ד׳ נרות","4/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ה׳ נרות","5/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: ו׳ נרות","6/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חג הבנות","7/12/2029",,,,"true","חג הבנות של חנוכה (עיד אל-בנאת); שמקורו ביהדות צפון אפריקה ונשתמר בעיקר בתוניסיה","3","Jewish Holidays"
"חנוכה: ז׳ נרות","7/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"ראש חודש טבת","7/12/2029",,,,"true","תחילת חודש טבת בלוח העברי","3","Jewish Holidays"
"חנוכה: ח׳ נרות","8/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"חנוכה: יום ח׳","9/12/2029",,,,"true","חנוכה; חג החנוכה מחדש היהודי","3","Jewish Holidays"
"עשרה בטבת","16/12/2029",,,,"true","צום המציין את המצור על ירושלים","3","Jewish Holidays"
"יום השפה העברית","27/12/2029",,,,"true","יום לקידום השפה העברית בישראל וברחבי העולם","3","Jewish Holidays"
"ראש חודש שבט","5/1/2030",,,,"true","תחילת חודש שבט בלוח העברי","3","Jewish Holidays"
"ט״ו בשבט","19/1/2030",,,,"true","ראש השנה לאילנות","3","Jewish Holidays"
"שבת שירה","19/1/2030",,,,"true","שבת שירה","3","Jewish Holidays"
"יום המשפחה","3/2/2030",,,,"true","יום המשפחה; יום להוקרת התא המשפחתי","3","Jewish Holidays"
"ראש חודש אדר א׳","3/2/2030",,,,"true","תחילת חודש אדר א' (בשנים מעוברות) בלוח העברי","3","Jewish Holidays"
"ראש חודש אדר א׳","4/2/2030",,,,"true","תחילת חודש אדר א' (בשנים מעוברות) בלוח העברי","3","Jewish Holidays"
"פורים קטן","17/2/2030",,,,"true","חגיגת פורים קטן המצוינת במהלך חודש אדר א' בשנים מעוברות","3","Jewish Holidays"
"שושן פורים קטן","18/2/2030",,,,"true","","3","Jewish Holidays"
"שבת שקלים","2/3/2030",,,,"true","שבת שקלים","3","Jewish Holidays"
"ראש חודש אדר ב׳","5/3/2030",,,,"true","תחילת חודש אדר ב' (בשנים מעוברות) בלוח העברי","3","Jewish Holidays"
"ראש חודש אדר ב׳","6/3/2030",,,,"true","תחילת חודש אדר ב' (בשנים מעוברות) בלוח העברי","3","Jewish Holidays"
"שבת זכור","16/3/2030",,,,"true","שבת זכור","3","Jewish Holidays"
"תענית אסתר","18/3/2030",,,,"true","תענית אסתר","3","Jewish Holidays"
"ערב פורים","18/3/2030",,,,"true","חגיגת ההצלה היהודית כפי שמסופר במגילת אסתר","3","Jewish Holidays"
"פורים","19/3/2030",,,,"true","חגיגת ההצלה היהודית כפי שמסופר במגילת אסתר","3","Jewish Holidays"
"שושן פורים","20/3/2030",,,,"true","פורים הנחגג בירושלים ובערים מוקxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxים ובערים מוקפות חומה (בשנה מעוברת)","3","Jewish Holidays"
"שבת פרה","23/3/2030",,,,"true","שבת פרה (אדומה)","3","Jewish Holidays"
"שבת החדש","30/3/2030",,,,"true","שבת החודש","3","Jewish Holidays"
"ראש חודש ניסן","4/4/2030",,,,"true","תחילת חודש ניסן בלוח העברי","3","Jewish Holidays"
"שבת הגדול","13/4/2030",,,,"true","שבת הגדול","3","Jewish Holidays"
"יום העליה","13/4/2030",,,,"true","מציין את העלייה למדינת ישראל","3","Jewish Holidays"
"תענית בכורות","17/4/2030",,,,"true","תענית בכורות","3","Jewish Holidays"
"ערב פסח","17/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"פסח א׳","18/4/2030",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"פסח ב׳ (חוה״מ)","19/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"א׳ בעומר","19/4/2030",,,,"true","","3",""
"פסח ג׳ (חוה״מ)","20/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ב׳ בעומר","20/4/2030",,,,"true","","3",""
"פסח ד׳ (חוה״מ)","21/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ג׳ בעומר","21/4/2030",,,,"true","","3",""
"פסח ה׳ (חוה״מ)","22/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ד׳ בעומר","22/4/2030",,,,"true","","3",""
"פסח ו׳ (חוה״מ)","23/4/2030",,,,"true","פסח; חג המצות","3","Jewish Holidays"
"ה׳ בעומר","23/4/2030",,,,"true","","3",""
"פסח ז׳","24/4/2030",,,,"true","פסח; חג המצות","4","Jewish Holidays"
"ו׳ בעומר","24/4/2030",,,,"true","","3",""
"ז׳ בעומר","25/4/2030",,,,"true","","3",""
"ח׳ בעומר","26/4/2030",,,,"true","","3",""
"ט׳ בעומר","27/4/2030",,,,"true","","3",""
"י׳ בעומר","28/4/2030",,,,"true","","3",""
"י״א בעומר","29/4/2030",,,,"true","","3",""
"יום השואה","30/4/2030",,,,"true","יום הזיכרון לשואה ולגבורה","3","Jewish Holidays"
"י״ב בעומר","30/4/2030",,,,"true","","3",""
"י״ג בעומר","1/5/2030",,,,"true","","3",""
"י״ד בעומר","2/5/2030",,,,"true","","3",""
"ראש חודש אייר","3/5/2030",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ו בעומר","3/5/2030",,,,"true","","3",""
"ראש חודש אייר","4/5/2030",,,,"true","תחילת חודש אייר בלוח העברי","3","Jewish Holidays"
"ט״ז בעומר","4/5/2030",,,,"true","","3",""
"י״ז בעומר","5/5/2030",,,,"true","","3",""
"י״ח בעומר","6/5/2030",,,,"true","","3",""
"יום הזכרון","7/5/2030",,,,"true","יום הזיכרון לחללי מערכות ישראל","3","Jewish Holidays"
"י״ט בעומר","7/5/2030",,,,"true","","3",""
"יום העצמאות","8/5/2030",,,,"true","יום העצמאות","3","Jewish Holidays"
